Time Series Search Export,Search term,Search filters,,Last update of Effective exchange rates data,Downloaded at,Source,Source URL,Download URL,About Effective exchange rates
,,,,2024-11-28,2024-12-04 03:46 CET,BIS,"https://data.bis.org/topics/EER/BIS,WS_EER,1.0/M.N.B.JP?","https://data.bis.org/topics/EER/BIS,WS_EER,1.0/M.N.B.JP?&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel",https://data.bis.org/topics/EER

DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,EER_TYPE:Type,EER_BASKET:Basket,REF_AREA:Reference area,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2016-03-31,F:Free,,A:Normal value,92.13
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2016-04-30,F:Free,,A:Normal value,93.92
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2016-05-31,F:Free,,A:Normal value,95.29
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2016-06-30,F:Free,,A:Normal value,98.74
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2016-07-31,F:Free,,A:Normal value,100.49
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2016-08-31,F:Free,,A:Normal value,102.63
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2016-09-30,F:Free,,A:Normal value,102.27
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2016-10-31,F:Free,,A:Normal value,101.22
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2016-11-30,F:Free,,A:Normal value,98.52
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2016-12-31,F:Free,,A:Normal value,92.95
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2017-01-31,F:Free,,A:Normal value,93.46
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2017-02-28,F:Free,,A:Normal value,94.47
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2017-03-31,F:Free,,A:Normal value,94.33
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2017-04-30,F:Free,,A:Normal value,96.43
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2017-05-31,F:Free,,A:Normal value,94.05
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2017-06-30,F:Free,,A:Normal value,94.4
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2017-07-31,F:Free,,A:Normal value,92.48
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2017-08-31,F:Free,,A:Normal value,93.73
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2017-09-30,F:Free,,A:Normal value,92.2
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2017-10-31,F:Free,,A:Normal value,91.18
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2017-11-30,F:Free,,A:Normal value,91.17
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2017-12-31,F:Free,,A:Normal value,90.54
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2018-01-31,F:Free,,A:Normal value,90.36
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2018-02-28,F:Free,,A:Normal value,92.2
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2018-03-31,F:Free,,A:Normal value,93.89
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2018-04-30,F:Free,,A:Normal value,92.68
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2018-05-31,F:Free,,A:Normal value,92.51
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2018-06-30,F:Free,,A:Normal value,93.23
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2018-07-31,F:Free,,A:Normal value,93.6
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2018-08-31,F:Free,,A:Normal value,94.99
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2018-09-30,F:Free,,A:Normal value,94.26
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2018-10-31,F:Free,,A:Normal value,94.15
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2018-11-30,F:Free,,A:Normal value,93.93
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2018-12-31,F:Free,,A:Normal value,94.61
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2019-01-31,F:Free,,A:Normal value,96.56
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2019-02-28,F:Free,,A:Normal value,95.02
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2019-03-31,F:Free,,A:Normal value,94.41
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2019-04-30,F:Free,,A:Normal value,94.21
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2019-05-31,F:Free,,A:Normal value,96.86
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2019-06-30,F:Free,,A:Normal value,98.35
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2019-07-31,F:Free,,A:Normal value,98.0
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2019-08-31,F:Free,,A:Normal value,101.57
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2019-09-30,F:Free,,A:Normal value,100.63
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2019-10-31,F:Free,,A:Normal value,99.6
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2019-11-30,F:Free,,A:Normal value,98.33
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2019-12-31,F:Free,,A:Normal value,97.86
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2020-01-31,F:Free,,A:Normal value,97.11
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2020-02-29,F:Free,,A:Normal value,97.61
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2020-03-31,F:Free,,A:Normal value,101.35
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2020-04-30,F:Free,,A:Normal value,102.21
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2020-05-31,F:Free,,A:Normal value,102.48
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2020-06-30,F:Free,,A:Normal value,100.58
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2020-07-31,F:Free,,A:Normal value,100.65
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2020-08-31,F:Free,,A:Normal value,100.22
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2020-09-30,F:Free,,A:Normal value,100.1
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2020-10-31,F:Free,,A:Normal value,99.83
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2020-11-30,F:Free,,A:Normal value,99.27
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2020-12-31,F:Free,,A:Normal value,98.6
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2021-01-31,F:Free,,A:Normal value,98.12
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2021-02-28,F:Free,,A:Normal value,96.69
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2021-03-31,F:Free,,A:Normal value,94.71
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2021-04-30,F:Free,,A:Normal value,94.35
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2021-05-31,F:Free,,A:Normal value,93.37
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2021-06-30,F:Free,,A:Normal value,92.68
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2021-07-31,F:Free,,A:Normal value,93.67
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2021-08-31,F:Free,,A:Normal value,94.23
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2021-09-30,F:Free,,A:Normal value,93.84
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2021-10-31,F:Free,,A:Normal value,91.64
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2021-11-30,F:Free,,A:Normal value,91.15
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2021-12-31,F:Free,,A:Normal value,91.54
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2022-01-31,F:Free,,A:Normal value,90.6
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2022-02-28,F:Free,,A:Normal value,90.26
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2022-03-31,F:Free,,A:Normal value,88.65
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2022-04-30,F:Free,,A:Normal value,83.83
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2022-05-31,F:Free,,A:Normal value,84.09
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2022-06-30,F:Free,,A:Normal value,80.98
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2022-07-31,F:Free,,A:Normal value,80.62
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2022-08-31,F:Free,,A:Normal value,81.81
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2022-09-30,F:Free,,A:Normal value,79.27
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2022-10-31,F:Free,,A:Normal value,78.25
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2022-11-30,F:Free,,A:Normal value,79.67
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2022-12-31,F:Free,,A:Normal value,82.18
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2023-01-31,F:Free,,A:Normal value,83.39
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2023-02-28,F:Free,,A:Normal value,82.37
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2023-03-31,F:Free,,A:Normal value,82.51
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2023-04-30,F:Free,,A:Normal value,82.13
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2023-05-31,F:Free,,A:Normal value,80.54
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2023-06-30,F:Free,,A:Normal value,78.83
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2023-07-31,F:Free,,A:Normal value,78.71
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2023-08-31,F:Free,,A:Normal value,77.57
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2023-09-30,F:Free,,A:Normal value,76.8
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2023-10-31,F:Free,,A:Normal value,76.35
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2023-11-30,F:Free,,A:Normal value,75.16
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2023-12-31,F:Free,,A:Normal value,77.46
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2024-01-31,F:Free,,A:Normal value,76.55
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2024-02-29,F:Free,,A:Normal value,75.3
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2024-03-31,F:Free,,A:Normal value,75.12
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2024-04-30,F:Free,,A:Normal value,73.91
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2024-05-31,F:Free,,A:Normal value,72.66
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2024-06-30,F:Free,,A:Normal value,72.08
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2024-07-31,F:Free,,A:Normal value,71.98
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2024-08-31,F:Free,,A:Normal value,76.67
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2024-09-30,F:Free,,A:Normal value,77.52
"BIS,WS_EER,1.0",M.N.B.JP,M:Monthly,N:Nominal,B:Broad (64 economies),JP:Japan,"Index, 2020 = 100",,2024-10-31,F:Free,,A:Normal value,74.76
